***************************************-------------------第0个中心-------------------
center: 武将 [name=孟达, render=★★★★, tongshai=75, wuli=73, zhili=74, polic=66, qiangbin=通, jibin=通, nubin=精, qibin=疏, binqi=精, tongwu=148, tongzhi=149, tongwuzhi=222, tongwuzhizheng=288, salary=15840]
general:武将 [name=吕虔, render=★★★★, tongshai=57, wuli=70, zhili=58, polic=72, qiangbin=通, jibin=疏, nubin=精, qibin=疏, binqi=疏, tongwu=127, tongzhi=115, tongwuzhi=185, tongwuzhizheng=257, salary=14135]
general:武将 [name=公孙範, render=★★★★, tongshai=73, wuli=69, zhili=64, polic=62, qiangbin=疏, jibin=疏, nubin=通, qibin=神, binqi=通, tongwu=142, tongzhi=137, tongwuzhi=206, tongwuzhizheng=268, salary=14740]
general:武将 [name=宁随, render=★★★★, tongshai=67, wuli=69, zhili=72, polic=44, qiangbin=疏, jibin=疏, nubin=疏, qibin=精, binqi=疏, tongwu=136, tongzhi=139, tongwuzhi=208, tongwuzhizheng=252, salary=13860]
general:武将 [name=张遵, render=★★★★, tongshai=63, wuli=68, zhili=66, polic=59, qiangbin=通, jibin=精, nubin=通, qibin=疏, binqi=疏, tongwu=131, tongzhi=129, tongwuzhi=197, tongwuzhizheng=256, salary=14080]
general:武将 [name=杨怀, render=★★★★, tongshai=62, wuli=68, zhili=68, polic=62, qiangbin=疏, jibin=精, nubin=通, qibin=疏, binqi=疏, tongwu=130, tongzhi=130, tongwuzhi=198, tongwuzhizheng=260, salary=14300]
general:武将 [name=王颀, render=★★★★, tongshai=69, wuli=67, zhili=61, polic=70, qiangbin=通, jibin=疏, nubin=疏, qibin=精, binqi=精, tongwu=136, tongzhi=130, tongwuzhi=197, tongwuzhizheng=267, salary=14685]
general:武将 [name=公孙康, render=★★★★, tongshai=72, wuli=66, zhili=61, polic=58, qiangbin=疏, jibin=疏, nubin=疏, qibin=精, binqi=疏, tongwu=138, tongzhi=133, tongwuzhi=199, tongwuzhizheng=257, salary=14135]
general:武将 [name=杨肇, render=★★★★, tongshai=70, wuli=65, zhili=68, polic=62, qiangbin=精, jibin=通, nubin=精, qibin=通, binqi=通, tongwu=135, tongzhi=138, tongwuzhi=203, tongwuzhizheng=265, salary=14575]
general:武将 [name=州泰, render=★★★★, tongshai=71, wuli=64, zhili=71, polic=64, qiangbin=精, jibin=通, nubin=通, qibin=通, binqi=通, tongwu=135, tongzhi=142, tongwuzhi=206, tongwuzhizheng=270, salary=14850]
general:武将 [name=邹靖, render=★★★★, tongshai=70, wuli=64, zhili=66, polic=59, qiangbin=精, jibin=疏, nubin=通, qibin=通, binqi=疏, tongwu=134, tongzhi=136, tongwuzhi=200, tongwuzhizheng=259, salary=14245]
general:武将 [name=杨秋, render=★, tongshai=67, wuli=64, zhili=58, polic=63, qiangbin=疏, jibin=疏, nubin=通, qibin=精, binqi=通, tongwu=131, tongzhi=125, tongwuzhi=189, tongwuzhizheng=252, salary=13860]
general:武将 [name=苏飞, render=★★★★, tongshai=69, wuli=63, zhili=66, polic=62, qiangbin=疏, jibin=精, nubin=通, qibin=疏, binqi=疏, tongwu=132, tongzhi=135, tongwuzhi=198, tongwuzhizheng=260, salary=14300]
general:武将 [name=诸葛靓, render=★★★★, tongshai=58, wuli=63, zhili=66, polic=65, qiangbin=通, jibin=通, nubin=通, qibin=疏, binqi=通, tongwu=121, tongzhi=124, tongwuzhi=187, tongwuzhizheng=252, salary=13860]
general:武将 [name=周昕, render=★★★★, tongshai=65, wuli=62, zhili=72, polic=65, qiangbin=通, jibin=疏, nubin=精, qibin=疏, binqi=疏, tongwu=127, tongzhi=137, tongwuzhi=199, tongwuzhizheng=264, salary=14520]
general:武将 [name=贾範, render=★★★★, tongshai=60, wuli=62, zhili=73, polic=62, qiangbin=疏, jibin=疏, nubin=通, qibin=疏, binqi=通, tongwu=122, tongzhi=133, tongwuzhi=195, tongwuzhizheng=257, salary=14135]
general:武将 [name=刘諶, render=★★★★, tongshai=60, wuli=62, zhili=69, polic=73, qiangbin=通, jibin=精, nubin=通, qibin=疏, binqi=疏, tongwu=122, tongzhi=129, tongwuzhi=191, tongwuzhizheng=264, salary=14520]
general:武将 [name=梁绪, render=★★★★, tongshai=56, wuli=62, zhili=66, polic=68, qiangbin=通, jibin=疏, nubin=通, qibin=通, binqi=疏, tongwu=118, tongzhi=122, tongwuzhi=184, tongwuzhizheng=252, salary=13860]
general:武将 [name=高沛, render=★★★★, tongshai=66, wuli=61, zhili=69, polic=57, qiangbin=疏, jibin=通, nubin=精, qibin=疏, binqi=通, tongwu=127, tongzhi=135, tongwuzhi=196, tongwuzhizheng=253, salary=13915]
general:武将 [name=王伉, render=★★★★, tongshai=76, wuli=60, zhili=61, polic=62, qiangbin=疏, jibin=精, nubin=通, qibin=疏, binqi=通, tongwu=136, tongzhi=137, tongwuzhi=197, tongwuzhizheng=259, salary=14245]
general:武将 [name=步阐, render=★★★★, tongshai=71, wuli=60, zhili=71, polic=64, qiangbin=疏, jibin=精, nubin=通, qibin=疏, binqi=疏, tongwu=131, tongzhi=142, tongwuzhi=202, tongwuzhizheng=266, salary=14630]
general:武将 [name=毌丘甸, render=★★★★, tongshai=63, wuli=60, zhili=69, polic=70, qiangbin=疏, jibin=通, nubin=通, qibin=通, binqi=通, tongwu=123, tongzhi=132, tongwuzhi=192, tongwuzhizheng=262, salary=14410]
general:武将 [name=吕拠, render=★★★★, tongshai=70, wuli=59, zhili=71, polic=62, qiangbin=疏, jibin=疏, nubin=精, qibin=疏, binqi=精, tongwu=129, tongzhi=141, tongwuzhi=200, tongwuzhizheng=262, salary=14410]
general:武将 [name=张特, render=★★★★, tongshai=73, wuli=54, zhili=75, polic=66, qiangbin=疏, jibin=精, nubin=通, qibin=疏, binqi=精, tongwu=127, tongzhi=148, tongwuzhi=202, tongwuzhizheng=268, salary=14740]
general:武将 [name=孙静, render=★★★★, tongshai=66, wuli=53, zhili=72, polic=71, qiangbin=疏, jibin=疏, nubin=通, qibin=疏, binqi=通, tongwu=119, tongzhi=138, tongwuzhi=191, tongwuzhizheng=262, salary=14410]
general:武将 [name=郭図, render=★★★, tongshai=52, wuli=50, zhili=82, polic=68, qiangbin=疏, jibin=疏, nubin=疏, qibin=通, binqi=通, tongwu=102, tongzhi=134, tongwuzhi=184, tongwuzhizheng=252, salary=13860]
general:武将 [name=步协, render=★★★★, tongshai=71, wuli=49, zhili=69, polic=63, qiangbin=疏, jibin=通, nubin=精, qibin=疏, binqi=通, tongwu=120, tongzhi=140, tongwuzhi=189, tongwuzhizheng=252, salary=13860]
general:武将 [name=阚泽, render=★★★★, tongshai=43, wuli=49, zhili=83, polic=86, qiangbin=疏, jibin=疏, nubin=通, qibin=疏, binqi=通, tongwu=92, tongzhi=126, tongwuzhi=175, tongwuzhizheng=261, salary=14355]
general:武将 [name=胡质, render=★★★★, tongshai=73, wuli=46, zhili=74, polic=77, qiangbin=疏, jibin=通, nubin=通, qibin=疏, binqi=疏, tongwu=119, tongzhi=147, tongwuzhi=193, tongwuzhizheng=270, salary=14850]
general:武将 [name=虞翻, render=★★★★, tongshai=43, wuli=46, zhili=86, polic=81, qiangbin=疏, jibin=疏, nubin=通, qibin=疏, binqi=通, tongwu=89, tongzhi=129, tongwuzhi=175, tongwuzhizheng=256, salary=14080]
general:武将 [name=赵累, render=★★★★, tongshai=70, wuli=43, zhili=67, polic=74, qiangbin=通, jibin=通, nubin=精, qibin=疏, binqi=精, tongwu=113, tongzhi=137, tongwuzhi=180, tongwuzhizheng=254, salary=13970]
general:武将 [name=辛评, render=★★★★, tongshai=69, wuli=43, zhili=76, polic=75, qiangbin=精, jibin=疏, nubin=通, qibin=疏, binqi=通, tongwu=112, tongzhi=145, tongwuzhi=188, tongwuzhizheng=263, salary=14465]
general:武将 [name=张悌, render=★★★★, tongshai=67, wuli=43, zhili=80, polic=78, qiangbin=精, jibin=疏, nubin=通, qibin=疏, binqi=疏, tongwu=110, tongzhi=147, tongwuzhi=190, tongwuzhizheng=268, salary=14740]
general:武将 [name=蒋済, render=★★★★, tongshai=48, wuli=43, zhili=85, polic=77, qiangbin=疏, jibin=通, nubin=精, qibin=疏, binqi=通, tongwu=91, tongzhi=133, tongwuzhi=176, tongwuzhizheng=253, salary=13915]
general:武将 [name=陈表, render=★★★★, tongshai=66, wuli=42, zhili=74, polic=78, qiangbin=疏, jibin=精, nubin=通, qibin=疏, binqi=疏, tongwu=108, tongzhi=140, tongwuzhi=182, tongwuzhizheng=260, salary=14300]
general:武将 [name=吾粲, render=★★★★, tongshai=68, wuli=41, zhili=78, polic=75, qiangbin=疏, jibin=通, nubin=精, qibin=疏, binqi=通, tongwu=109, tongzhi=146, tongwuzhi=187, tongwuzhizheng=262, salary=14410]
general:武将 [name=王甫, render=★★★★, tongshai=62, wuli=41, zhili=79, polic=78, qiangbin=疏, jibin=疏, nubin=通, qibin=疏, binqi=精, tongwu=103, tongzhi=141, tongwuzhi=182, tongwuzhizheng=260, salary=14300]
general:武将 [name=杨仪, render=★★★★, tongshai=68, wuli=40, zhili=82, polic=79, qiangbin=疏, jibin=通, nubin=通, qibin=疏, binqi=通, tongwu=108, tongzhi=150, tongwuzhi=190, tongwuzhizheng=269, salary=14795]
general:武将 [name=夏侯玄, render=★★★★★, tongshai=54, wuli=39, zhili=75, polic=92, qiangbin=疏, jibin=通, nubin=通, qibin=疏, binqi=通, tongwu=93, tongzhi=129, tongwuzhi=168, tongwuzhizheng=260, salary=14300]
general:武将 [name=刘焉, render=★★★★, tongshai=53, wuli=38, zhili=80, polic=81, qiangbin=疏, jibin=疏, nubin=通, qibin=疏, binqi=精, tongwu=91, tongzhi=133, tongwuzhi=171, tongwuzhizheng=252, salary=13860]
general:武将 [name=司马孚, render=★★★★, tongshai=70, wuli=37, zhili=76, polic=79, qiangbin=通, jibin=通, nubin=通, qibin=疏, binqi=通, tongwu=107, tongzhi=146, tongwuzhi=183, tongwuzhizheng=262, salary=14410]
general:武将 [name=孙登, render=★★★★, tongshai=62, wuli=37, zhili=79, polic=80, qiangbin=通, jibin=通, nubin=精, qibin=疏, binqi=精, tongwu=99, tongzhi=141, tongwuzhi=178, tongwuzhizheng=258, salary=14190]
general:武将 [name=温恢, render=★★★★, tongshai=62, wuli=36, zhili=73, polic=86, qiangbin=通, jibin=精, nubin=通, qibin=通, binqi=精, tongwu=98, tongzhi=135, tongwuzhi=171, tongwuzhizheng=257, salary=14135]
general:武将 [name=董和, render=★★★★, tongshai=57, wuli=34, zhili=74, polic=87, qiangbin=疏, jibin=通, nubin=精, qibin=疏, binqi=疏, tongwu=91, tongzhi=131, tongwuzhi=165, tongwuzhizheng=252, salary=13860]
general:武将 [name=杜畿, render=★★★★, tongshai=66, wuli=32, zhili=74, polic=87, qiangbin=疏, jibin=疏, nubin=通, qibin=疏, binqi=精, tongwu=98, tongzhi=140, tongwuzhi=172, tongwuzhizheng=259, salary=14245]
general:武将 [name=贾充, render=★★★★★, tongshai=54, wuli=31, zhili=89, polic=85, qiangbin=疏, jibin=通, nubin=疏, qibin=疏, binqi=疏, tongwu=85, tongzhi=143, tongwuzhi=174, tongwuzhizheng=259, salary=14245]
general:武将 [name=黄月英, render=★★★★★, tongshai=51, wuli=31, zhili=88, polic=87, qiangbin=疏, jibin=疏, nubin=神, qibin=疏, binqi=神, tongwu=82, tongzhi=139, tongwuzhi=170, tongwuzhizheng=257, salary=14135]
general:武将 [name=李儒, render=★★★★★, tongshai=61, wuli=26, zhili=93, polic=75, qiangbin=疏, jibin=疏, nubin=疏, qibin=通, binqi=通, tongwu=87, tongzhi=154, tongwuzhi=180, tongwuzhizheng=255, salary=14025]
general:武将 [name=锺繇, render=★★★★★, tongshai=70, wuli=24, zhili=76, polic=91, qiangbin=疏, jibin=疏, nubin=通, qibin=通, binqi=疏, tongwu=94, tongzhi=146, tongwuzhi=170, tongwuzhizheng=261, salary=14355]
general:武将 [name=荀彧, render=★★★★★, tongshai=52, wuli=14, zhili=95, polic=98, qiangbin=疏, jibin=通, nubin=通, qibin=疏, binqi=疏, tongwu=66, tongzhi=147, tongwuzhi=161, tongwuzhizheng=259, salary=14245]
-------------------第4个中心-------------------
center: 武将 [name=陈震, render=★★★★, tongshai=46, wuli=46, zhili=68, polic=76, qiangbin=疏, jibin=疏, nubin=通, qibin=疏, binqi=疏, tongwu=92, tongzhi=114, tongwuzhi=160, tongwuzhizheng=236, salary=12980]
此类中包含对象的个数为：22
general:武将 [name=曹洪, render=★★★★, tongshai=79, wuli=81, zhili=44, polic=35, qiangbin=神, jibin=精, nubin=疏, qibin=精, binqi=疏, tongwu=160, tongzhi=123, tongwuzhi=204, tongwuzhizheng=239, salary=13145]
general:武将 [name=张曼成, render=★★★★, tongshai=73, wuli=81, zhili=45, polic=37, qiangbin=精, jibin=通, nubin=疏, qibin=通, binqi=精, tongwu=154, tongzhi=118, tongwuzhi=199, tongwuzhizheng=236, salary=12980]
general:武将 [name=方悦, render=★★★★, tongshai=68, wuli=80, zhili=44, polic=46, qiangbin=精, jibin=疏, nubin=疏, qibin=通, binqi=疏, tongwu=148, tongzhi=112, tongwuzhi=192, tongwuzhizheng=238, salary=13090]
general:武将 [name=蒋班, render=★★★★, tongshai=63, wuli=73, zhili=62, polic=41, qiangbin=通, jibin=疏, nubin=通, qibin=疏, binqi=通, tongwu=136, tongzhi=125, tongwuzhi=198, tongwuzhizheng=239, salary=13145]
general:武将 [name=焦彝, render=★★★★, tongshai=62, wuli=69, zhili=63, polic=42, qiangbin=通, jibin=疏, nubin=疏, qibin=通, binqi=通, tongwu=131, tongzhi=125, tongwuzhi=194, tongwuzhizheng=236, salary=12980]
general:武将 [name=张允, render=★, tongshai=72, wuli=67, zhili=42, polic=56, qiangbin=疏, jibin=疏, nubin=精, qibin=疏, binqi=疏, tongwu=139, tongzhi=114, tongwuzhi=181, tongwuzhizheng=237, salary=13035]
general:武将 [name=孙冀, render=★★★★, tongshai=60, wuli=67, zhili=51, polic=60, qiangbin=通, jibin=通, nubin=通, qibin=疏, binqi=疏, tongwu=127, tongzhi=111, tongwuzhi=178, tongwuzhizheng=238, salary=13090]
general:武将 [name=许贡, render=★, tongshai=44, wuli=66, zhili=64, polic=64, qiangbin=疏, jibin=通, nubin=精, qibin=疏, binqi=疏, tongwu=110, tongzhi=108, tongwuzhi=174, tongwuzhizheng=238, salary=13090]
general:武将 [name=蒋义渠, render=★, tongshai=71, wuli=58, zhili=57, polic=51, qiangbin=疏, jibin=疏, nubin=通, qibin=通, binqi=疏, tongwu=129, tongzhi=128, tongwuzhi=186, tongwuzhizheng=237, salary=13035]
general:武将 [name=高幹, render=★★★★, tongshai=74, wuli=56, zhili=48, polic=59, qiangbin=疏, jibin=精, nubin=精, qibin=疏, binqi=通, tongwu=130, tongzhi=122, tongwuzhi=178, tongwuzhizheng=237, salary=13035]
general:武将 [name=董承, render=★★★★, tongshai=56, wuli=53, zhili=65, polic=63, qiangbin=疏, jibin=疏, nubin=疏, qibin=通, binqi=通, tongwu=109, tongzhi=121, tongwuzhi=174, tongwuzhizheng=237, salary=13035]
general:武将 [name=司马由, render=★★★★, tongshai=61, wuli=52, zhili=61, polic=66, qiangbin=疏, jibin=疏, nubin=通, qibin=疏, binqi=疏, tongwu=113, tongzhi=122, tongwuzhi=174, tongwuzhizheng=240, salary=13200]
general:武将 [name=沮鹄, render=★★★★, tongshai=55, wuli=51, zhili=66, polic=67, qiangbin=疏, jibin=疏, nubin=通, qibin=通, binqi=疏, tongwu=106, tongzhi=121, tongwuzhi=172, tongwuzhizheng=239, salary=13145]
general:武将 [name=南斗, render=★★★★★, tongshai=50, wuli=50, zhili=90, polic=50, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=疏, tongwu=100, tongzhi=140, tongwuzhi=190, tongwuzhizheng=240, salary=13200]
general:武将 [name=北斗, render=★★★★★, tongshai=50, wuli=50, zhili=50, polic=90, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=疏, tongwu=100, tongzhi=100, tongwuzhi=150, tongwuzhizheng=240, salary=13200]
general:武将 [name=桥瑁, render=★★★★, tongshai=54, wuli=45, zhili=69, polic=72, qiangbin=通, jibin=疏, nubin=疏, qibin=通, binqi=疏, tongwu=99, tongzhi=123, tongwuzhi=168, tongwuzhizheng=240, salary=13200]
general:武将 [name=毛玠, render=★★★★, tongshai=63, wuli=39, zhili=59, polic=78, qiangbin=疏, jibin=疏, nubin=通, qibin=疏, binqi=疏, tongwu=102, tongzhi=122, tongwuzhi=161, tongwuzhizheng=239, salary=13145]
general:武将 [name=胡済, render=★★★★, tongshai=57, wuli=39, zhili=68, polic=72, qiangbin=通, jibin=疏, nubin=通, qibin=疏, binqi=通, tongwu=96, tongzhi=125, tongwuzhi=164, tongwuzhizheng=236, salary=12980]
general:武将 [name=庞羲, render=★, tongshai=60, wuli=38, zhili=68, polic=74, qiangbin=疏, jibin=通, nubin=通, qibin=疏, binqi=通, tongwu=98, tongzhi=128, tongwuzhi=166, tongwuzhizheng=240, salary=13200]
general:武将 [name=程武, render=★, tongshai=56, wuli=35, zhili=75, polic=71, qiangbin=通, jibin=通, nubin=疏, qibin=疏, binqi=疏, tongwu=91, tongzhi=131, tongwuzhi=166, tongwuzhizheng=237, salary=13035]
general:武将 [name=虞汜, render=★★★★, tongshai=61, wuli=34, zhili=74, polic=71, qiangbin=疏, jibin=疏, nubin=通, qibin=疏, binqi=精, tongwu=95, tongzhi=135, tongwuzhi=169, tongwuzhizheng=240, salary=13200]
general:武将 [name=徐邈, render=★★★★, tongshai=55, wuli=32, zhili=67, polic=82, qiangbin=疏, jibin=疏, nubin=通, qibin=疏, binqi=疏, tongwu=87, tongzhi=122, tongwuzhi=154, tongwuzhizheng=236, salary=12980]
-------------------第5个中心-------------------
center: 武将 [name=杨欣, render=★★★★, tongshai=61, wuli=68, zhili=61, polic=58, qiangbin=精, jibin=疏, nubin=疏, qibin=通, binqi=精, tongwu=129, tongzhi=122, tongwuzhi=190, tongwuzhizheng=248, salary=13640]
此类中包含对象的个数为：27
general:武将 [name=曹彰, render=★★★★★, tongshai=82, wuli=90, zhili=40, polic=35, qiangbin=精, jibin=通, nubin=疏, qibin=神, binqi=通, tongwu=172, tongzhi=122, tongwuzhi=212, tongwuzhizheng=247, salary=13585]
general:武将 [name=孟获, render=★★★★, tongshai=76, wuli=87, zhili=42, polic=45, qiangbin=通, jibin=神, nubin=疏, qibin=疏, binqi=疏, tongwu=163, tongzhi=118, tongwuzhi=205, tongwuzhizheng=250, salary=13750]
general:武将 [name=董卓, render=★★★★, tongshai=74, wuli=87, zhili=69, polic=19, qiangbin=疏, jibin=疏, nubin=精, qibin=精, binqi=疏, tongwu=161, tongzhi=143, tongwuzhi=230, tongwuzhizheng=249, salary=13695]
general:武将 [name=鲍三娘, render=★★★★, tongshai=72, wuli=83, zhili=56, polic=36, qiangbin=通, jibin=通, nubin=通, qibin=精, binqi=疏, tongwu=155, tongzhi=128, tongwuzhi=211, tongwuzhizheng=247, salary=13585]
general:武将 [name=刘封, render=★★★★, tongshai=75, wuli=79, zhili=44, polic=50, qiangbin=精, jibin=疏, nubin=疏, qibin=精, binqi=精, tongwu=154, tongzhi=119, tongwuzhi=198, tongwuzhizheng=248, salary=13640]
general:武将 [name=沈莹, render=★★★★, tongshai=70, wuli=77, zhili=61, polic=42, qiangbin=通, jibin=精, nubin=通, qibin=疏, binqi=疏, tongwu=147, tongzhi=131, tongwuzhi=208, tongwuzhizheng=250, salary=13750]
general:武将 [name=胡奋, render=★★★★, tongshai=71, wuli=76, zhili=50, polic=52, qiangbin=疏, jibin=通, nubin=疏, qibin=精, binqi=神, tongwu=147, tongzhi=121, tongwuzhi=197, tongwuzhizheng=249, salary=13695]
general:武将 [name=胡遵, render=★★★★, tongshai=70, wuli=76, zhili=52, polic=50, qiangbin=精, jibin=通, nubin=疏, qibin=精, binqi=通, tongwu=146, tongzhi=122, tongwuzhi=198, tongwuzhizheng=248, salary=13640]
general:武将 [name=夏侯威, render=★★★★, tongshai=71, wuli=73, zhili=49, polic=57, qiangbin=通, jibin=疏, nubin=通, qibin=精, binqi=疏, tongwu=144, tongzhi=120, tongwuzhi=193, tongwuzhizheng=250, salary=13750]
general:武将 [name=公孙越, render=★★★★, tongshai=74, wuli=72, zhili=47, polic=54, qiangbin=通, jibin=疏, nubin=疏, qibin=神, binqi=通, tongwu=146, tongzhi=121, tongwuzhi=193, tongwuzhizheng=247, salary=13585]
general:武将 [name=吴班, render=★★★★, tongshai=74, wuli=71, zhili=56, polic=45, qiangbin=精, jibin=通, nubin=通, qibin=通, binqi=疏, tongwu=145, tongzhi=130, tongwuzhi=201, tongwuzhizheng=246, salary=13530]
general:武将 [name=石苞, render=★★★★, tongshai=69, wuli=71, zhili=56, polic=53, qiangbin=精, jibin=通, nubin=通, qibin=通, binqi=通, tongwu=140, tongzhi=125, tongwuzhi=196, tongwuzhizheng=249, salary=13695]
general:武将 [name=全纪, render=★, tongshai=49, wuli=69, zhili=61, polic=70, qiangbin=通, jibin=疏, nubin=通, qibin=疏, binqi=疏, tongwu=118, tongzhi=110, tongwuzhi=179, tongwuzhizheng=249, salary=13695]
general:武将 [name=公孙続, render=★★★★, tongshai=63, wuli=68, zhili=54, polic=63, qiangbin=疏, jibin=疏, nubin=通, qibin=神, binqi=通, tongwu=131, tongzhi=117, tongwuzhi=185, tongwuzhizheng=248, salary=13640]
general:武将 [name=赵统, render=★★★★, tongshai=68, wuli=67, zhili=61, polic=54, qiangbin=通, jibin=疏, nubin=通, qibin=精, binqi=疏, tongwu=135, tongzhi=129, tongwuzhi=196, tongwuzhizheng=250, salary=13750]
general:武将 [name=吴景, render=★, tongshai=69, wuli=66, zhili=51, polic=65, qiangbin=通, jibin=疏, nubin=精, qibin=疏, binqi=疏, tongwu=135, tongzhi=120, tongwuzhi=186, tongwuzhizheng=251, salary=13805]
general:武将 [name=周昂, render=★★★★, tongshai=74, wuli=65, zhili=62, polic=49, qiangbin=疏, jibin=疏, nubin=精, qibin=疏, binqi=精, tongwu=139, tongzhi=136, tongwuzhi=201, tongwuzhizheng=250, salary=13750]
general:武将 [name=田楷, render=★, tongshai=68, wuli=65, zhili=56, polic=61, qiangbin=疏, jibin=疏, nubin=通, qibin=精, binqi=通, tongwu=133, tongzhi=124, tongwuzhi=189, tongwuzhizheng=250, salary=13750]
general:武将 [name=曹髦, render=★★★★, tongshai=54, wuli=61, zhili=59, polic=75, qiangbin=精, jibin=疏, nubin=疏, qibin=通, binqi=疏, tongwu=115, tongzhi=113, tongwuzhi=174, tongwuzhizheng=249, salary=13695]
general:武将 [name=関统, render=★★★★, tongshai=63, wuli=60, zhili=61, polic=63, qiangbin=疏, jibin=精, nubin=精, qibin=疏, binqi=疏, tongwu=123, tongzhi=124, tongwuzhi=184, tongwuzhizheng=247, salary=13585]
general:武将 [name=王匡, render=★, tongshai=65, wuli=55, zhili=61, polic=70, qiangbin=疏, jibin=通, nubin=通, qibin=通, binqi=疏, tongwu=120, tongzhi=126, tongwuzhi=181, tongwuzhizheng=251, salary=13805]
general:武将 [name=张邈, render=★★★★, tongshai=52, wuli=53, zhili=70, polic=74, qiangbin=疏, jibin=通, nubin=通, qibin=通, binqi=疏, tongwu=105, tongzhi=122, tongwuzhi=175, tongwuzhizheng=249, salary=13695]
general:武将 [name=高柔, render=★★★★, tongshai=57, wuli=43, zhili=71, polic=79, qiangbin=疏, jibin=通, nubin=通, qibin=疏, binqi=通, tongwu=100, tongzhi=128, tongwuzhi=171, tongwuzhizheng=250, salary=13750]
general:武将 [name=周鲂, render=★★★★, tongshai=52, wuli=41, zhili=80, polic=75, qiangbin=疏, jibin=疏, nubin=通, qibin=疏, binqi=疏, tongwu=93, tongzhi=132, tongwuzhi=173, tongwuzhizheng=248, salary=13640]
general:武将 [name=孙休, render=★★★★, tongshai=57, wuli=39, zhili=78, polic=75, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=疏, tongwu=96, tongzhi=135, tongwuzhi=174, tongwuzhizheng=249, salary=13695]
general:武将 [name=陈矫, render=★★★★, tongshai=61, wuli=27, zhili=76, polic=83, qiangbin=疏, jibin=通, nubin=精, qibin=疏, binqi=通, tongwu=88, tongzhi=137, tongwuzhi=164, tongwuzhizheng=247, salary=13585]
general:武将 [name=郭嘉, render=★★★★★, tongshai=51, wuli=15, zhili=98, polic=84, qiangbin=通, jibin=通, nubin=通, qibin=通, binqi=通, tongwu=66, tongzhi=149, tongwuzhi=164, tongwuzhizheng=248, salary=13640]
-------------------第6个中心-------------------
center: 武将 [name=张布, render=★★, tongshai=31, wuli=24, zhili=71, polic=66, qiangbin=疏, jibin=疏, nubin=疏, qibin=疏, binqi=疏, tongwu=55, tongzhi=102, tongwuzhi=126, tongwuzhizheng=192, salary=10560]
此类中包含对象的个数为：194
general:武将 [name=王双, render=★★★★, tongshai=64, wuli=88, zhili=19, polic=22, qiangbin=通, jibin=精, nubin=疏, qibin=精, binqi=疏, tongwu=152, tongzhi=83, tongwuzhi=171, tongwuzhizheng=193, salary=10615]
general:武将 [name=兀突骨, render=★★★, tongshai=72, wuli=86, zhili=1, polic=3, qiangbin=精, jibin=神, nubin=通, qibin=疏, binqi=疏, tongwu=158, tongzhi=73, tongwuzhi=159, tongwuzhizheng=162, salary=8910]
general:武将 [name=沙摩柯, render=★★★, tongshai=60, wuli=84, zhili=25, polic=14, qiangbin=疏, jibin=神, nubin=精, qibin=疏, binqi=疏, tongwu=144, tongzhi=85, tongwuzhi=169, tongwuzhizheng=183, salary=10065]
general:武将 [name=管亥, render=★★, tongshai=70, wuli=82, zhili=10, polic=5, qiangbin=通, jibin=疏, nubin=疏, qibin=精, binqi=通, tongwu=152, tongzhi=80, tongwuzhi=162, tongwuzhizheng=167, salary=9185]
general:武将 [name=胡车児, render=★, tongshai=26, wuli=82, zhili=41, polic=2, qiangbin=疏, jibin=通, nubin=疏, qibin=通, binqi=疏, tongwu=108, tongzhi=67, tongwuzhi=149, tongwuzhizheng=151, salary=8305]
general:武将 [name=俞涉, render=★★, tongshai=62, wuli=79, zhili=24, polic=23, qiangbin=通, jibin=疏, nubin=疏, qibin=精, binqi=疏, tongwu=141, tongzhi=86, tongwuzhi=165, tongwuzhizheng=188, salary=10340]
general:武将 [name=忙牙长, render=★, tongshai=45, wuli=79, zhili=3, polic=2, qiangbin=精, jibin=疏, nubin=疏, qibin=通, binqi=疏, tongwu=124, tongzhi=48, tongwuzhi=127, tongwuzhizheng=129, salary=7095]
general:武将 [name=孙翊, render=★★, tongshai=67, wuli=78, zhili=27, polic=16, qiangbin=精, jibin=疏, nubin=疏, qibin=精, binqi=疏, tongwu=145, tongzhi=94, tongwuzhi=172, tongwuzhizheng=188, salary=10340]
general:武将 [name=李异, render=★, tongshai=59, wuli=77, zhili=19, polic=18, qiangbin=精, jibin=疏, nubin=疏, qibin=通, binqi=通, tongwu=136, tongzhi=78, tongwuzhi=155, tongwuzhizheng=173, salary=9515]
general:武将 [name=潘凤, render=★, tongshai=56, wuli=77, zhili=4, polic=14, qiangbin=疏, jibin=疏, nubin=疏, qibin=通, binqi=疏, tongwu=133, tongzhi=60, tongwuzhi=137, tongwuzhizheng=151, salary=8305]
general:武将 [name=穆顺, render=★, tongshai=52, wuli=77, zhili=11, polic=21, qiangbin=疏, jibin=通, nubin=疏, qibin=通, binqi=疏, tongwu=129, tongzhi=63, tongwuzhi=140, tongwuzhizheng=161, salary=8855]
general:武将 [name=金环三结, render=★★, tongshai=64, wuli=76, zhili=19, polic=19, qiangbin=通, jibin=精, nubin=疏, qibin=通, binqi=疏, tongwu=140, tongzhi=83, tongwuzhi=159, tongwuzhizheng=178, salary=9790]
